,Please use link below to make entry,,,,Top 10%,25-50%,75-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2015 9:42:03,1/1/2015,cedarbury,cedar bury,12%,No,1122,80,126,125,0,331,,,,0,100,431,No,No,0,431,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/5/2015 23:49:28,1/6/2015,shagdash,Shagorika,12%,No,111,66,135,130,,331,0,0,0,0,100,431,No,No,0,431,Yes,1/6/2015,,,,,,,FSW,,0,0,0,0,0
1/29/2015 22:21:16,1/29/2015,gmduncanidaho,,12%,No,2174,95,119,128,0,342,0,14,0,14,75,431,No,No,0,431,Yes,1/9/2015,,,,,,,FSW,,0,0,0,0,0
1/30/2015 18:01:29,1/30/2015,rejiss,NA,12%,No,4011,70,126,125,0,321,10,0,0,10,50,431,No,No,0,431,Yes,1/30/2015,,,,,,,FSW,,50,50,50,0,50
3/5/2015 1:50:07,3/4/2015,aeprofile,arun,12%,Yes,113,100,112,122,0,334,8,14,0,22,75,431,No,No,0,431,Yes,3/4/2015,No,,,,,,FSW,,0,0,0,0,0
3/13/2015 20:27:45,3/13/2015,Gladiat0r,Victor Samuel,12%,No,2174,,,,,330,,,,26,75,431,No,No,0,431,Yes,2/27/2015,No,,,,,,FSW,,356,356,0,0,0
12/3/2014 3:06:57,12/2/2014,asab_ece,A Syed,12%,Yes,2171,110,112,125,0,347,8,0,0,8,75,430,No,No,0,430,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/3/2014 18:19:12,12/3/2014,gvmichel,Germano,12%,No,2173,100,112,125,0,337,8,10,0,18,75,430,No,No,0,430,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/6/2015 18:09:09,1/6/2015,vmahajan25,vikrant,12%,Yes,2173,75,126,119,0,320,,10,,10,100,430,No,No,0,430,Yes,1/6/2015,,,,,,,FSW,,0,0,0,0,0
3/9/2015 2:21:20,3/1/2015,1jh4567,singh,12%,Yes,0,110,128,80,40,350,,,,0,80,430,No,No,0,430,Yes,3/2/2015,No,,,,,,CEC,,-8,-8,0,0,0
12/3/2014 12:49:03,12/3/2014,kma_85,Abinay,13%,Yes,2171,100,112,128,0,340,8,6,0,14,75,429,No,No,0,429,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/1/2015 0:21:18,1/1/2015,expressTarun,Tarun,13%,No,2173,110,120,124,0,354,0,0,0,0,75,429,No,No,0,429,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 2:27:19,1/4/2015,abraKaDabra,Tarun,13%,No,2173,110,120,124,0,354,0,0,0,0,75,429,No,No,0,429,Yes,4/1/2015,,,,,,,,,0,0,0,0,0
1/7/2015 19:42:15,1/7/2015,MapleWay,MapleWay,13%,Yes,2173,90,112,115,35,352,0,0,0,0,76,428,No,No,0,428,Yes,1/7/2015,,,,,,,FSW,,0,0,0,0,0
1/7/2015 22:03:50,1/3/2015,Zanate,,13%,Yes,2132,,,,,0,,,,0,0,428,No,No,0,428,Yes,1/3/2015,,,,,,,,,428,428,428,0,428
1/14/2015 23:19:00,1/14/2015,ajayav,Ajay,13%,No,2171,65,126,125,0,316,0,12,0,12,100,428,No,No,0,428,Yes,1/14/2015,,,,,,,FSW,,0,0,0,0,0
1/18/2015 4:36:04,1/17/2015,Dav1d0,,13%,No,2147,,,,,0,,,,0,0,428,No,No,0,428,Yes,1/17/2015,,,,,,,FSW,,428,428,428,0,428
12/4/2014 16:47:46,12/4/2014,jag1912,Jsingh,14%,No,2173,80,126,116,0,322,10,20,0,30,75,427,No,No,0,427,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/29/2014 18:45:22,12/28/2014,tazonline21,tAz,14%,No,2281,100,112,116,0,328,10,14,,24,75,427,No,No,0,427,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/30/2015 22:47:59,1/30/2015,SharpC,SharpC,14%,No,2232,45,126,128,0,299,10,18,0,18,100,417,No,No,0,427,Yes,1/1/2015,,,,,,,FSW,,0,-10,10,10,0
1/6/2015 22:55:17,1/3/2015,arauzmjr,Rene,14%,Yes,1112,85,126,116,0,327,0,0,0,0,100,427,No,No,0,427,No,1/3/2015,,,,,,,FSW,,0,0,0,0,0
1/12/2015 7:20:35,1/12/2015,markalbert2kx,Mark,14%,No,2171,110,120,127,0,357,,,,0,75,427,No,No,0,427,Yes,1/12/2015,,,,,,,FSW,,-5,-5,-5,0,-5
1/21/2015 0:55:05,1/21/2015,kamran_khaled,Khondokar Kamran Bin Khaled,14%,Yes,1123,100,112,122,0,334,0,18,0,18,75,427,No,No,0,427,Yes,1/20/2015,,,,,,,FSW,,0,0,0,0,0
2/11/2015 15:26:27,2/11/2015,punyinindia,Puneet,14%,Yes,2171,99,120,133,0,352,0,0,0,0,75,427,No,No,0,427,Yes,1/3/2015,No,,,,,,FSW,,0,0,0,0,0
3/10/2015 19:00:41,3/10/2015,aderso310887,,14%,Yes,0,12,21,24,,54,,,,0,0,427,No,No,0,427,No,,No,,,,,,FSW,,370,370,373,0,373
3/21/2015 13:10:28,3/21/2015,harman8586,harman meet garg,14%,No,2281,110,128,99,40,377,,,,0,50,427,No,No,0,427,No,,No,,,,,,,,0,0,0,0,0
1/3/2015 23:10:04,1/3/2015,dukhi,,15%,No,2173,100,126,125,,351,,,,0,75,426,No,No,0,426,Yes,4/1/2015,,,,,,,,,0,0,0,0,0
3/21/2015 22:04:26,3/21/2015,sunny0581,Sunny,15%,No,621,88,120,102,40,350,0,0,,0,76,426,No,No,0,426,Yes,2/16/2015,No,,,,,,,,0,0,0,0,0
12/18/2014 14:55:15,12/18/2014,anarki,,15%,Yes,2171,94,120,136,0,350,,,,0,75,425,No,No,0,425,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/5/2015 13:37:02,12/29/2014,newgirl_sk,SK,15%,No,2171,94,120,136,0,350,0,0,0,0,75,425,No,No,0,425,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
3/5/2015 15:31:44,3/5/2015,kish196,Kishwar,15%,No,112,110,135,130,,375,0,0,0,0,50,425,No,No,0,425,Yes,1/12/2015,No,,,,,,"FSW, PNP",,0,0,0,0,0
1/26/2015 0:12:45,1/25/2015,chechi_298,Cherisse Chin,15%,No,4215,110,128,136,0,374,,,,0,50,424,No,No,0,424,Yes,1/25/2015,,,,,,,CEC,,0,0,0,0,0
3/28/2015 0:10:34,3/27/2015,CBR250RDB,CBR250RDB,15%,No,2141,110,112,124,40,386,0,0,0,0,38,424,Yes,No,0,424,No,,No,,,,,,"FSW, CEC",,,,,,
12/4/2014 3:52:46,12/2/2014,vick,vick,16%,No,4163,75,126,122,0,323,0,,0,0,100,423,No,No,0,423,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/5/2014 13:46:30,12/5/2014,blindvia,Jack Ammo,16%,Yes,2133,90,112,116,0,318,10,20,0,30,75,423,No,No,0,423,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/27/2015 14:32:49,1/27/2015,justg20,Justin,16%,Yes,2132,94,135,94,0,323,0,0,0,0,100,423,No,No,0,423,No,,,,,,,,FSW,,0,0,0,0,0
2/5/2015 3:11:50,2/4/2015,none,pratik,16%,No,2232,110,135,88,40,373,,,,0,50,423,No,No,0,423,Yes,1/20/2015,No,,,,,,CEC,,0,0,0,0,0
12/5/2014 10:34:41,12/3/2014,r1987,,16%,No,632,110,128,68,40,346,0,,0,0,76,422,No,No,0,422,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
2/22/2015 1:28:14,2/21/2015,sratoul,Sunny,16%,Yes,2241,110,98,136,40,384,0,0,0,0,38,422,No,No,0,422,Yes,2/20/2015,No,,,,,,"FSW, CEC",,0,0,0,0,0
3/23/2015 9:28:07,1/1/2015,kyse,kyse,16%,No,2174,95,140,83,46,364,8,0,0,8,50,422,No,No,0,422,Yes,1/1/2015,No,,,,,,"FSW, CEC",,,,,,
12/22/2014 2:04:02,12/21/2014,Aarti21,Aarti,17%,No,2282,83,120,102,40,345,0,0,0,0,76,421,No,No,0,421,Yes,1/1/2015,,,,,,,CEC,,0,0,0,0,0
1/21/2015 21:47:19,1/16/2015,Barbs,Barbs,17%,No,4012,110,120,125,40,395,0,0,0,0,26,421,No,No,0,421,Yes,1/21/2015,,,,,,,"FSW, CEC",,0,0,0,0,0
2/4/2015 13:28:04,2/2/2015,E000253994,Mahinder Pal Singh Narang,17%,No,13,60,126,119,0,305,0,16,0,16,100,421,No,No,0,421,Yes,2/4/2015,No,,,,,,FSW,,0,0,0,0,0
2/14/2015 22:20:29,2/1/2015,1234567890,Prat,17%,No,2171,,,,,400,,,,21,0,421,,,0,421,Yes,2/1/2015,No,,,,,,,,421,421,0,0,0
2/26/2015 19:00:15,2/26/2015,Michau,Michau,17%,No,2174,70,126,125,0,321,0,0,0,0,100,421,No,No,0,421,Yes,2/26/2015,No,,,2/26/2015,,,FSW,,0,0,0,0,0
3/22/2015 2:18:36,3/21/2015,Marcelo Rondino,Marcelo Rondino,17%,Yes,1123,55,119,122,0,296,9,16,0,25,100,421,No,No,0,421,No,,No,,,,,,,,,,,,
3/4/2015 14:33:50,12/5/2014,Arweny,,17%,Yes,2171,95,112,128,0,335,0,10,0,10,75,420,No,No,0,420,Yes,3/4/2015,No,,,,,,FSW,,0,0,0,0,0
12/6/2014 16:25:10,12/6/2014,vyaasa,Apoorv,18%,Yes,2113,110,98,136,0,344,0,0,0,0,75,419,No,No,0,419,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/1/2015 1:22:41,12/31/2014,jamieb14,Jamie,18%,No,2281,110,98,136,0,344,,,,0,75,419,No,No,0,419,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/8/2015 9:29:25,1/7/2015,CleverMouse,CM,18%,Yes,2145,94,150,125,0,369,0,0,0,0,50,419,No,No,0,419,Yes,1/7/2015,,,,,,,FSW,,0,0,0,0,0
1/9/2015 5:42:53,1/2/2015,None,Paul,18%,No,3012,88,120,136,0,344,0,0,0,0,75,419,No,No,0,419,Yes,1/2/2015,,,,,,,FSW,,0,0,0,0,0
1/31/2015 9:52:08,1/13/2015,HanEEnah,Hannah Dickinson,18%,No,1111,110,98,136,0,344,0,,0,0,75,419,No,No,0,419,Yes,1/30/2015,,,,,,,FSW,,0,0,0,0,0
3/28/2015 3:46:04,3/27/2015,Big_Yute,Yhon Downie,18%,No,2113,75,119,125,0,319,0,0,0,0,100,419,No,No,0,419,Yes,1/2/2015,No,,,,,,FSW,,,,,,
12/21/2014 2:06:36,12/21/2014,jojoseph77,Joseph,18%,No,1,90,112,122,0,324,9,10,0,19,75,418,,No,0,418,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/29/2014 8:48:16,12/28/2014,SW,StevierVaughan,18%,No,1211,110,120,122,40,392,0,0,0,0,26,418,No,No,0,418,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 19:03:03,1/4/2015,Nads1,,18%,No,4033,70,126,122,0,318,0,0,0,0,100,418,No,No,0,418,Yes,4/1/2015,,,,,,,,,0,0,0,0,0
1/18/2015 22:57:31,1/18/2015,226457,Monija,18%,No,621,110,120,122,40,392,0,0,0,0,26,418,No,No,0,418,Yes,1/17/2015,,,,,,,CEC,,0,0,0,0,0
1/18/2015 22:58:09,1/18/2015,226457,Monija,18%,No,621,110,120,122,40,392,0,0,0,0,26,418,No,No,0,418,Yes,1/18/2015,,,,,,,CEC,,0,0,0,0,0
1/19/2015 3:41:18,1/18/2014,1234,LW,18%,No,1224,110,120,122,40,392,,,,0,26,418,No,No,0,418,Yes,1/18/2015,,,,,,,,,0,0,0,0,0
3/21/2015 22:00:58,3/21/2015,Vic,Rana,18%,No,2161,99,135,94,40,368,0,0,0,0,50,418,No,No,0,418,Yes,2/12/2015,No,,,,,,,,0,0,0,0,0
1/21/2015 1:30:02,1/3/2015,E000221890,HC,19%,Yes,2171,110,135,122,0,367,0,0,0,0,50,417,No,No,0,417,Yes,1/21/2015,,,,,,,FSW,,0,0,0,0,0
1/25/2015 1:51:47,1/23/2015,kareem.firoz,Firoz,19%,Yes,2173,90,112,122,0,324,0,18,0,18,75,417,No,No,0,417,Yes,1/24/2015,,,,,,,FSW,,0,0,0,0,0
2/18/2015 11:03:53,2/18/2015,Vikram3414,Vikram ,19%,No,124,110,135,122,,367,0,0,0,0,50,417,No,No,0,417,Yes,1/2/2015,No,,,,,,FSW,,0,0,0,0,0
12/28/2014 4:33:58,12/27/2014,incredible,tatyana,20%,Yes,1212,85,112,116,0,313,8,20,0,28,75,416,No,No,0,416,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/2/2015 23:00:40,1/2/2015,jitkak,mycanada,20%,Yes,2173,95,112,122,0,329,0,12,,12,75,416,No,No,0,416,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/25/2015 17:27:11,1/24/2015,sarmadnadeem1,Sarmad,20%,No,2147,110,120,136,0,366,0,0,,0,50,416,No,No,0,416,Yes,1/24/2015,,,,,,,FSW,,0,0,0,0,0
3/22/2015 12:44:42,1/26/2015,blank,mehtab,20%,No,6311,110,98,130,40,378,,,,0,37,416,No,No,0,416,Yes,1/26/2015,No,,,,,,"FSW, CEC",,,,,,
1/13/2015 19:15:06,12/18/2014,AAA2133,AAA,20%,No,2133,110,135,80,40,379,0,0,0,0,50,429,No,No,0,415,Yes,1/1/2015,,,,,,,"FSW, CEC",,0,14,-14,-14,0
12/31/2014 21:28:45,12/31/2014,otaviosoares,Otávio Soares,20%,Yes,2174,100,112,119,0,331,9,0,0,9,75,415,No,No,0,415,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/13/2015 12:05:36,1/12/2015,olivia0505,olivia,20%,No,2251,110,120,119,40,389,,,,0,26,415,Yes,No,0,415,Yes,1/12/2015,,,,,,,"FSW, CEC",,0,0,0,0,0
2/8/2015 19:29:11,2/8/2015,kringles72,,20%,Yes,2133,85,112,125,0,322,8,10,0,18,75,415,No,No,0,415,No,,No,,,,,,FSW,,0,0,0,0,0
2/9/2015 21:36:08,2/9/2015,CEC321,A,20%,No,2174,110,135,80,40,365,0,0,0,0,50,415,No,No,0,415,Yes,2/1/2015,No,,,,,,"FSW, CEC",,0,0,0,0,0
2/25/2015 22:02:24,2/25/2015,IrishLady,Irish Lady,20%,No,2148,85,112,125,0,322,0,18,0,18,75,415,No,No,0,415,Yes,2/5/2015,No,,,,,,FSW,,0,0,0,0,0
12/21/2014 15:21:47,12/21/2014,hollaugo,Ugochukwu Osuji,21%,Yes,6221,110,135,119,0,364,0,0,0,0,50,414,No,No,0,414,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/22/2014 13:46:20,12/22/2014,riz,Riz,21%,No,2171,110,135,119,,364,0,0,0,0,50,414,No,No,0,414,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/2/2015 22:44:21,1/2/2015,joyBRC,Joy,21%,Yes,3012,95,112,125,0,332,0,0,0,0,25,357,No,No,0,414,Yes,1/1/2015,,,,,,,,,57,0,57,57,0
1/15/2015 4:33:15,1/14/2015,Rob 5530,Rob,21%,No,2173,83,129,92,0,304,0,0,0,0,0,414,No,No,0,414,Yes,1/14/2015,,,,,,,FSW,,110,110,110,0,110
1/19/2015 10:00:46,12/13/2014,lakhwindr,Lakhwinder Singh,21%,Yes,2174,110,135,119,0,364,,,,0,50,414,No,No,0,414,Yes,1/18/2015,,,,,,,FSW,,0,0,0,0,0
1/29/2015 9:05:05,1/28/2015,lcnana,Nadia,21%,Yes,1225,100,112,115,35,362,8,18,0,26,26,414,No,No,0,414,Yes,1/28/2015,,,,,,,"FSW, CEC",,0,0,0,0,0
2/6/2015 16:30:53,2/6/2015,eturea,,21%,Yes,2172,50,126,122,0,298,0,16,0,16,100,414,No,No,0,414,Yes,2/6/2015,No,,,,,,FSW,,0,0,0,0,0
12/26/2014 16:50:20,12/26/2014,KLV,PRASAD,22%,Yes,2132,100,112,116,0,328,10,0,0,10,75,413,No,No,0,413,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/9/2015 7:29:05,1/9/2015,hendry78,,22%,No,2171,65,126,122,0,313,0,0,0,0,100,413,No,No,0,413,Yes,1/9/2015,,,,,,,,,0,0,0,0,0
1/13/2015 1:36:44,1/12/2015,diogonb,Diogo,22%,Yes,2171,65,126,122,0,313,0,0,0,0,100,413,No,No,0,413,Yes,1/12/2015,,,,,,,FSW,,0,0,0,0,0
1/14/2015 0:36:47,1/13/2015,kujo,Pavel,22%,Yes,2171,100,126,115,0,341,10,12,0,22,50,413,No,No,0,413,Yes,1/13/2015,,,,,,,"FSW, PNP",,0,0,0,0,0
1/25/2015 20:32:13,1/13/2015,preeti.msingh109,Preeti Singh,22%,No,1121,110,120,133,0,363,0,0,0,0,50,413,No,No,0,413,Yes,1/25/2015,,,,,,,FSW,,0,0,0,0,0
1/29/2015 22:59:01,1/2/2015,rick_seth,rick,22%,No,122,100,126,109,0,335,8,20,,28,50,413,No,No,0,413,Yes,1/24/2015,,,,,,,FSW,,0,0,0,0,0
3/1/2015 20:49:54,2/19/2015,simranmoga,,22%,No,2145,100,112,122,0,334,0,4,0,4,75,413,No,No,0,413,Yes,2/19/2015,No,,,,,,FSW,,0,0,0,0,0
3/24/2015 5:48:45,3/24/2015,HudsonBanks,William C.,22%,Yes,2145,110,120,133,0,363,0,0,0,0,50,413,No,No,0,413,Yes,3/8/2015,No,,,,,,FSW,,,,,,
3/25/2015 21:47:19,3/25/2015,prasannadahal,Prasanna,22%,No,2131,110,120,133,0,363,0,0,0,0,50,413,No,No,0,413,Yes,2/28/2015,No,,,,,,FSW,,,,,,
12/22/2014 12:37:50,12/20/2014,jkal,,23%,No,2174,80,112,109,35,336,,,,0,76,412,No,No,0,412,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/23/2014 15:39:19,12/23/2014,akstar,NA,23%,No,2181,110,112,90,,312,,,,0,100,412,No,No,0,412,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/28/2014 2:56:06,12/28/2014,abhishishir,abhishek,23%,No,2151,105,135,122,0,362,0,0,0,0,50,412,No,No,0,412,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/28/2014 8:29:56,12/27/2014,XH,XH,23%,No,6311,110,120,116,40,386,0,0,0,0,26,412,No,No,0,412,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/3/2015 2:39:20,1/2/2015,asab_exe,A Syed,23%,Yes,2171,100,112,125,,337,,,,0,75,412,,No,0,412,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/5/2015 23:37:58,1/1/2015,3ighTy,,23%,Yes,2174,85,112,125,0,322,7,8,0,15,75,412,No,No,0,412,Yes,1/1/2015,,,,,,,FSW,,0,0,0,0,0
1/8/2015 22:46:23,1/8/2015,abhishishir,Abhishek,23%,No,2151,105,135,122,0,362,0,0,0,0,50,412,No,No,0,412,No,1/8/2015,,,,,,,FSW,,0,0,0,0,0
1/19/2015 3:11:03,1/17/2015,Wisper,,23%,No,5254,110,120,116,40,386,0,0,0,0,26,412,Yes,No,0,412,Yes,1/15/2015,,,,,,,CEC,,0,0,0,0,0
2/6/2015 9:31:38,2/5/2015,jokerL,ZL,23%,No,1225,110,120,116,40,386,0,0,0,0,26,412,No,No,0,412,Yes,2/5/2015,No,,,,,,CEC,,0,0,0,0,0
2/26/2015 17:54:29,12/11/1989,ja1989,JAJ,23%,No,2173,,,,,412,,,,0,0,412,No,No,0,412,Yes,1/27/2015,No,,,,,,FSW,,412,412,0,0,0
3/3/2015 22:00:01,3/3/2015,ntwkengg,ntwkengg,24%,No,2147,110,90,133,40,373,,,,0,38,411,No,No,0,411,Yes,2/22/2015,No,,,,,,CEC,,0,0,0,0,0
12/3/2014 11:31:01,12/3/2014,snkjdk,Sumit Arora,24%,No,2174,90,126,116,0,332,10,18,0,28,50,410,No,No,0,410,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/3/2014 13:56:16,12/3/2014,amrit2171,Amrit,24%,Yes,2171,85,112,128,0,325,10,,0,10,75,410,No,No,0,410,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/22/2014 16:50:33,12/22/2014,krsenthilkumaran,Senthil Kumaran K R,24%,No,2173,100,126,109,0,335,9,16,0,25,50,410,No,No,0,410,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/2/2015 4:35:39,1/2/2015,DiscoDancer,,24%,No,2282,110,120,130,0,360,0,0,0,0,50,410,No,No,0,410,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/21/2015 4:52:37,1/20/2015,hossein,masin,24%,No,4011,100,140,99,35,374,,,,10,26,410,No,No,0,410,Yes,1/3/2015,,,,,,,CEC,,10,10,0,0,0
2/3/2015 8:16:13,2/3/2015,wasabepao,ziopao,24%,No,3012,110,98,127,,335,,,,0,75,410,No,No,0,410,Yes,2/3/2015,No,,,,,,FSW,,0,0,0,0,0
3/2/2015 22:35:34,3/3/2015,artemis1a1,sS,24%,No,2171,110,120,130,,360,,,,0,50,410,No,No,0,410,Yes,3/3/2015,No,,,,,,FSW,,0,0,0,0,0
3/25/2015 6:00:38,3/24/2015,gustali,alice,24%,Yes,3012,100,140,96,0,336,8,16,0,24,50,410,No,No,0,410,Yes,3/2/2015,No,,,,,,FSW,,,,,,
12/21/2014 20:06:17,12/21/2014,Aby444,,25%,Yes,113,105,135,119,0,359,0,0,0,0,50,409,No,No,0,409,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 3:51:32,1/3/2015,c c 20141014,cc20141014,25%,No,1243,110,120,113,40,383,0,0,0,0,26,409,No,No,0,409,Yes,4/1/2015,,,,,,,,,0,0,0,0,0
1/9/2015 8:04:13,1/9/2015,missy123,missy,25%,No,2174,100,112,125,,337,8,14,,22,50,409,No,No,0,409,Yes,1/9/2015,,,,,,,FSW,,0,0,0,0,0
2/7/2015 23:09:35,2/7/2015,uozer,uozer,25%,No,1,,,,,359,,,,0,50,409,No,No,0,409,Yes,2/7/2015,No,,,,,,FSW,,359,359,0,0,0
12/31/2014 21:12:32,12/31/2014,toronto_dreams,TD,26%,No,213,60,126,122,,308,,,,0,100,408,No,No,0,408,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/6/2015 18:20:33,1/6/2015,chakri8385,Chakradhar,26%,Yes,2171,90,112,119,0,321,0,12,0,12,75,408,No,No,0,408,Yes,1/6/2015,,,,,,,FSW,,0,0,0,0,0
12/5/2014 19:14:15,12/5/2014,efreitasrj,,26%,Yes,13,55,119,125,0,299,8,0,0,8,100,407,No,No,0,407,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
3/8/2015 19:44:07,3/8/2015,me2canada,sharmila,26%,No,1112,110,128,119,0,357,0,0,0,0,50,407,No,No,0,407,Yes,2/23/2015,No,,,,,,FSW,,0,0,0,0,0
1/16/2015 4:57:59,1/5/2015,india8055,Alias,26%,No,2283,110,135,58,53,356,,,,0,50,406,Yes,No,0,406,Yes,1/2/2015,,,,,,,CEC,,0,0,0,0,0
1/27/2015 13:32:53,1/27/2015,mocinator,,26%,Yes,2133,105,135,116,0,356,0,0,0,0,50,406,No,No,0,406,No,1/26/2015,,,,,,,FSW,,0,0,0,0,0
3/13/2015 14:35:15,3/13/2015,Can-S,Can-S,26%,No,2281,100,112,119,0,331,0,0,0,0,75,406,No,No,0,406,Yes,1/27/2015,No,,,,,,FSW,,0,0,0,0,0
3/28/2015 7:50:48,1/12/2015,trricky,Rick,26%,Yes,601,60,126,106,56,348,,,5,5,50,406,No,No,0,406,Yes,1/12/2015,No,,,,,,"FSW, CEC",,,,,,
12/25/2014 23:44:12,12/25/2014,Umium,Sagar,27%,Yes,122,105,128,122,0,355,,,,0,50,405,No,No,0,405,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/1/2015 10:16:40,1/1/2015,Thind26,Jaskirat Thind,27%,Yes,2174,110,98,94,64,366,0,0,0,0,39,405,No,No,0,405,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/10/2015 13:30:36,1/2/2015,GrantM,,27%,Yes,111,90,112,128,0,330,0,0,0,0,75,405,No,No,0,405,Yes,1/1/2015,,,,,,,FSW,,0,0,0,0,0
1/3/2015 7:50:25,1/1/2015,fsperoni,Fabio,27%,Yes,1212,77,120,133,0,330,0,0,0,0,75,405,No,No,0,405,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/19/2015 9:29:23,1/18/2015,atsedrik,Alex,27%,Yes,2173,100,126,109,0,335,10,10,0,20,50,405,No,No,0,405,Yes,1/16/2015,,,,,,,FSW,,0,0,0,0,0
12/4/2014 14:55:17,12/4/2014,axlros325,Ankur,27%,Yes,2171,110,120,124,0,354,0,0,0,0,50,404,No,No,0,404,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 4:23:40,1/3/2015,msj,msj,27%,Yes,2132,95,112,122,0,329,0,0,0,0,75,404,No,No,0,404,Yes,4/1/2015,,,,,,,,,0,0,0,0,0
3/9/2015 10:45:32,3/9/2015,Nickber,Nick,27%,No,2171,95,112,122,,329,,,,0,75,404,No,No,0,404,Yes,1/18/2015,No,,,,,,FSW,,0,0,0,0,0
3/12/2015 20:41:24,3/12/2015,MAAS,,27%,Yes,2171,,,,,369,,,,20,15,404,No,No,0,404,Yes,3/8/2015,No,,,,,,"FSW, CEC",,389,389,0,0,0
1/2/2015 21:54:48,1/2/2015,VKays,Viksy,28%,No,2173,75,112,125,0,312,,16,0,16,75,403,No,No,0,403,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/16/2015 19:35:00,1/9/2015,amir85,Amir,28%,No,2171,110,135,108,,353,,,,0,50,403,No,No,0,403,Yes,1/9/2015,,,,,,,FSW,,0,0,0,0,0
3/21/2015 9:52:41,3/21/2015,siryasir,Syed,28%,Yes,121,99,135,119,,353,,,,0,50,403,No,No,0,403,Yes,3/19/2015,No,,,,,,,,0,0,0,0,0
3/24/2015 19:30:22,3/24/2015,strongfaith42,strongfaith42,28%,No,112,25,126,112,35,298,0,0,5,0,100,403,No,No,0,403,Yes,2/4/2015,No,,,,,,"FSW, CEC",,,,,,
12/31/2014 18:31:11,12/30/2014,sreeharsha.hn,Sree Harsha,28%,No,2173,100,112,82,0,294,8,12,0,20,88,402,No,No,0,402,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
2/6/2015 14:20:20,2/6/2015,smt_ash,Amir,28%,No,13,75,112,122,,309,,18,,18,75,402,No,,0,402,Yes,1/27/2015,No,,,,,,FSW,,0,0,0,0,0
2/16/2015 1:38:18,2/15/2015,Paradoxical,Adeel,28%,No,2171,75,112,122,0,309,0,18,0,18,75,402,,No,0,402,Yes,2/15/2015,No,,,,,,"FSW, PNP",,0,0,0,0,0
1/3/2015 1:00:30,1/2/2015,andrem2,Andre,29%,Yes,13,50,126,125,0,301,0,0,0,0,50,401,No,No,0,401,Yes,1/1/2015,,,,,,,,,50,50,50,0,50
1/28/2015 14:41:31,1/8/2015,Nadeem,Nadeem Asad,29%,No,4011,50,140,116,0,306,0,20,0,20,75,401,No,No,0,401,Yes,1/28/2015,,,,,,,FSW,,0,0,0,0,0
12/26/2014 18:36:11,12/26/2014,tammanna786,Abhishek,29%,No,1112,100,119,109,,328,10,12,,22,50,400,No,No,0,400,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/29/2014 13:42:16,12/29/2014,zosya,zosya,29%,No,2171,100,119,118,,337,,13,,13,50,400,No,No,0,400,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/20/2015 11:08:01,1/1/2015,Other,Parashar,29%,Yes,1212,110,135,105,0,350,,,,0,50,400,No,No,0,400,Yes,1/1/2015,,,,,,,"FSW, CEC",,0,0,0,0,0
